"Publication Date","Fiscal Year","Agency Name","Unit Appropriation Name","Total Adopted Budget Amount"
"20230630","2024","BOARD OF CORRECTION","PERSONAL SERVICES","3,144,000"
"20230630","2024","BOARD OF CORRECTION","OTHER THAN PERSONAL SERVICE","169,595"
"20230630","2024","PENSION CONTRIBUTIONS","CITY ACTUARIAL PENSIONS","9,305,234,174"
"20230630","2024","PENSION CONTRIBUTIONS","NON-CITY PENSIONS","108,064,400"
"20230630","2024","PENSION CONTRIBUTIONS","NON - ACTUARIAL PENSIONS","350,000"
"20230630","2024","MISCELLANEOUS","RESERVE FOR COLLECTIVE BARGAINING","1,405,166,262"
"20230630","2024","MISCELLANEOUS","OTHER THAN PERSONAL SERVICES","6,174,045,547"
"20230630","2024","MISCELLANEOUS","FRINGE BENEFITS","7,013,220,938"
"20230630","2024","MISCELLANEOUS","INDIGENT DEFENSE SERVICES","434,553,859"
"20230630","2024","DEBT SERVICE","FUNDED DEBT-W/O CONST LIMIT","907,970,926"
"20230630","2024","DEBT SERVICE","LEASE PURCH & CITY GUAR DEBT","106,842,183"
"20230630","2024","DEBT SERVICE","BUDGET STABILIZATION ACCOUNT","0"
"20230630","2024","DEBT SERVICE","NYC Transitional Finance Authority","1,415,863,814"
"20230630","2024","PUBLIC ADVOCATE","PERSONAL SERVICES","4,613,368"
"20230630","2024","PUBLIC ADVOCATE","OTHER THAN PERSONAL SERVICES","321,502"
"20230630","2024","CITY COUNCIL","COUNCIL MEMBERS","33,193,900"
"20230630","2024","CITY COUNCIL","COMMITTEE STAFFING","24,853,479"
"20230630","2024","CITY COUNCIL","COUNCIL SERVICES DIVISION","17,652,549"
"20230630","2024","CITY COUNCIL","OTPS COUNCIL MEMBERS","6,800,000"
"20230630","2024","CITY COUNCIL","OTPS CENTRAL STAFF","17,500,000"
"20230630","2024","CITY COUNCIL","COMMITTEE ON THE AGING","1"
"20230630","2024","CITY COUNCIL","COMMITTEE ON CIVIL RIGHTS","1"
"20230630","2024","CITY COUNCIL","CMTEE ON CIVIL SERV & LABOR","1"
"20230630","2024","CITY COUNCIL","COMMITTEE ON CONSUMER AFFAIRS","1"
"20230630","2024","CITY COUNCIL","COMMITTEE ON CONTRACTS","1"
"20230630","2024","CITY COUNCIL","CULT. AFFAIRS, LIB. & INT'L INTGRP. REL","1"
"20230630","2024","CITY COUNCIL","COMMITTEE ON COURTS AND LEGAL SERVICES","1"
"20230630","2024","CITY COUNCIL","CMTEE ON ECONOMIC DEVELOPMENT","1"
"20230630","2024","CITY COUNCIL","COMMITTEE ON EDUCATION","1"
"20230630","2024","CITY COUNCIL","CMTEE ON ENVIRON PROTECTION","1"
"20230630","2024","CITY COUNCIL","COMMITTEE ON FINANCE","1"
"20230630","2024","CITY COUNCIL","COMM ON FIRE & CRIMINAL JUSTICE","1"
"20230630","2024","CITY COUNCIL","COMMITTEE ON GENERAL WELFARE","1"
"20230630","2024","CITY COUNCIL","CMTEE ON GOV'T OPERATIONS","1"
"20230630","2024","CITY COUNCIL","COMMITTEE ON HEALTH","1"
"20230630","2024","CITY COUNCIL","COMMITTEE ON HIGHER EDUCATION","1"
"20230630","2024","CITY COUNCIL","HOSPITALS","1"
"20230630","2024","CITY COUNCIL","CMTEE ON HOUSING & BUILDINGS","1"
"20230630","2024","CITY COUNCIL","COMMITTEE ON IMMIGRATION","1"
"20230630","2024","CITY COUNCIL","COMMITTEE ON LAND USE","1"
"20230630","2024","CITY COUNCIL","MEN HLTH, RET, ALC,DRUG ABUSE & DIS SVCS","1"
"20230630","2024","CITY COUNCIL","COMMITTEE ON OVERSIGHT & INVESTIGATIONS","1"
"20230630","2024","CITY COUNCIL","CMTEE ON PARKS REC & CULT","1"
"20230630","2024","CITY COUNCIL","COMMITTEE ON PUBLIC SAFETY","1"
"20230630","2024","CITY COUNCIL","COMMITTEE ON PUBLIC HOUSING","1"
"20230630","2024","CITY COUNCIL","CMTEE ON RULES PRIV & ELECT","1"
"20230630","2024","CITY COUNCIL","COMMITTEE ON SANITATION & SOLIDWASTE MGT","1"
"20230630","2024","CITY COUNCIL","COMMITTEE ON SMALL BUSINESS","1"
"20230630","2024","CITY COUNCIL","CMTEE ON STANDARDS AND ETHICS","1"
"20230630","2024","CITY COUNCIL","CMTEE ON STATE AND FED LEG","1"
"20230630","2024","CITY COUNCIL","COMMITTEE ON TECHNOLOGY IN GOVERNMENT","1"
"20230630","2024","CITY COUNCIL","COMMITTEE ON TRANSPORTATION","1"
"20230630","2024","CITY COUNCIL","COMMITTEE ON VETERANS","1"
"20230630","2024","CITY COUNCIL","COMMITTEE ON WATERFRONTS","1"
"20230630","2024","CITY COUNCIL","COMMITTEE ON WOMEN'S ISSUES","1"
"20230630","2024","CITY COUNCIL","COMMITTEE ON YOUTH SERVICES","1"
"20230630","2024","CITY COUNCIL","COMMITTEE ON THE AGING","1"
"20230630","2024","CITY COUNCIL","COMMITTEE ON CIVIL RIGHTS","1"
"20230630","2024","CITY COUNCIL","CMTEE ON CIVIL SERV & LABOR","1"
"20230630","2024","CITY COUNCIL","COMMITTEE ON CONSUMER AFFAIRS","1"
"20230630","2024","CITY COUNCIL","COMMITTEE ON CONTRACTS","1"
"20230630","2024","CITY COUNCIL","CULT. AFFAIRS, LIB. & INT'L INTGRP. REL","1"
"20230630","2024","CITY COUNCIL","COMMITTEE ON COURTS AND LEGAL SERVICES","1"
"20230630","2024","CITY COUNCIL","CMTEE ON ECONOMIC DEVELOPMENT","1"
"20230630","2024","CITY COUNCIL","COMMITTEE ON EDUCATION","1"
"20230630","2024","CITY COUNCIL","CMTEE ON ENVIRON PROTECTION","1"
"20230630","2024","CITY COUNCIL","COMMITTEE ON FINANCE","1"
"20230630","2024","CITY COUNCIL","COMM ON FIRE & CRIM JUSTICE OTPS","1"
"20230630","2024","CITY COUNCIL","CMTEE ON GENERAL WELFARE","1"
"20230630","2024","CITY COUNCIL","COMMITTEE ON GOV'T OPERATIONS","1"
"20230630","2024","CITY COUNCIL","COMMITTEE ON HEALTH","1"
"20230630","2024","CITY COUNCIL","COMMITTEE ON HIGHER EDUCATION","1"
"20230630","2024","CITY COUNCIL","HOSPITALS","1"
"20230630","2024","CITY COUNCIL","COMMITTEE ON LAND USE","1"
"20230630","2024","CITY COUNCIL","MEN HLTH, RET, ALC,DRUG ABUSE & DIS SVCS","1"
"20230630","2024","CITY COUNCIL","COMMITTEE ON OVERSIGHT & INVESTIGATIONS","1"
"20230630","2024","CITY COUNCIL","CMTEE ON PARKS REC & CULT","1"
"20230630","2024","CITY COUNCIL","COMMITTEE ON PUBLIC HOUSING","1"
"20230630","2024","CITY COUNCIL","CMTEE ON PUBLIC SAFETY","1"
"20230630","2024","CITY COUNCIL","CMTEE ON RULES,PRIV. & ELECT.","1"
"20230630","2024","CITY COUNCIL","COMMITTEE ON SANITATION & SOLIDWASTE MGT","1"
"20230630","2024","CITY COUNCIL","COMMITTEE ON SMALL BUSINESS","1"
"20230630","2024","CITY COUNCIL","CMTEE ON STANDARDS & ETHICS","1"
"20230630","2024","CITY COUNCIL","CMTEE ON STATE & FED. LEG.","1"
"20230630","2024","CITY COUNCIL","COMMITTEE ON TECHNOLOGY IN GOVERNMENT","1"
"20230630","2024","CITY COUNCIL","COMMITTEE ON TRANSPORTATION","1"
"20230630","2024","CITY COUNCIL","COMMITTEE ON WATERFRONTS","1"
"20230630","2024","CITY COUNCIL","COMMITTEE ON WOMEN'S ISSUES","1"
"20230630","2024","CITY COUNCIL","CMTEE ON YOUTH SERVICES","1"
"20230630","2024","CITY CLERK","PERSONAL SERVICES","5,008,967"
"20230630","2024","CITY CLERK","OTHER THAN PERSONAL SERVICES","1,148,409"
"20230630","2024","DEPARTMENT FOR THE AGING","EXECUTIVE & ADMIN MGMT - PS","18,679,891"
"20230630","2024","DEPARTMENT FOR THE AGING","COMMUNITY PROGRAMS - PS","10,817,606"
"20230630","2024","DEPARTMENT FOR THE AGING","OUT-OF-HOME SERVICES","405,949,455"
"20230630","2024","DEPARTMENT FOR THE AGING","EXECUTIVE & ADMIN MGMT-OTPS","3,264,027"
"20230630","2024","DEPARTMENT FOR THE AGING","IN HOME SERVICES","99,863,191"
"20230630","2024","DEPARTMENT FOR THE AGING","IN HOME SERVICES - PS","1,984,103"
"20230630","2024","DEPARTMENT OF CULTURAL AFFAIRS","OFFICE OF COMMISSIONER-PS","5,132,585"
"20230630","2024","DEPARTMENT OF CULTURAL AFFAIRS","OFFICE OF COMMISSIONER - OTPS","3,550,578"
"20230630","2024","DEPARTMENT OF CULTURAL AFFAIRS","CULTURAL PROGRAMS","91,121,323"
"20230630","2024","DEPARTMENT OF CULTURAL AFFAIRS","METROPOLITAN MUSEUM OF ART","25,273,849"
"20230630","2024","DEPARTMENT OF CULTURAL AFFAIRS","NY BOTANICAL GARDEN","8,205,031"
"20230630","2024","DEPARTMENT OF CULTURAL AFFAIRS","AMER MUSEUM NATURAL HISTORY","19,548,035"
"20230630","2024","BRONX COMMUNITY BOARD #12","RENT AND ENERGY","11,519"
"20230630","2024","DEPARTMENT OF CULTURAL AFFAIRS","THE WILDLIFE CONSERVATION SOC.","18,438,166"
"20230630","2024","DEPARTMENT OF CULTURAL AFFAIRS","BROOKLYN MUSEUM","9,549,963"
"20230630","2024","DEPARTMENT OF CULTURAL AFFAIRS","BKLYN CHILDREN'S MUSEUM","2,689,982"
"20230630","2024","DEPARTMENT OF CULTURAL AFFAIRS","BROOKLYN BOTANIC GARDEN","5,729,783"
"20230630","2024","DEPARTMENT OF CULTURAL AFFAIRS","QUEENS BOTANICAL GARDEN","1,723,334"
"20230630","2024","DEPARTMENT OF CULTURAL AFFAIRS","NY HALL OF SCIENCE","2,735,060"
"20230630","2024","DEPARTMENT OF CULTURAL AFFAIRS","SI INSTITUTE ARTS & SCIENCES","1,303,735"
"20230630","2024","DEPARTMENT OF CULTURAL AFFAIRS","S.I. ZOOLOGICAL SOCIETY","2,383,171"
"20230630","2024","DEPARTMENT OF CULTURAL AFFAIRS","S I HISTORICAL SOCIETY","989,812"
"20230630","2024","QUEENS COMMUNITY BOARD #4","OTHER THAN PERSONAL SERVICES","17,997"
"20230630","2024","DEPARTMENT OF CULTURAL AFFAIRS","MUSEUM OF THE CITY OF NY","2,249,995"
"20230630","2024","DEPARTMENT OF CULTURAL AFFAIRS","WAVE HILL","1,972,009"
"20230630","2024","DEPARTMENT OF CULTURAL AFFAIRS","BROOKLYN ACADEMY OF MUSIC","3,501,855"
"20230630","2024","DEPARTMENT OF CULTURAL AFFAIRS","SNUG HARBOR CULTURAL CENTER","2,450,517"
"20230630","2024","DEPARTMENT OF CULTURAL AFFAIRS","STUDIO MUSEUM IN HARLEM","883,959"
"20230630","2024","DEPARTMENT OF CULTURAL AFFAIRS","OTHER CULTURAL INSTITUTIONS","27,403,679"
"20230630","2024","DEPARTMENT OF CULTURAL AFFAIRS","N.Y.SHAKESPEARE FESTIVAL","1,279,814"
"20230630","2024","FINANCIAL INFORMATION SERVICE AGENCY","PERSONAL SERVICES","47,404,819"
"20230630","2024","QUEENS COMMUNITY BOARD #4","RENT AND ENERGY","51,576"
"20230630","2024","FINANCIAL INFORMATION SERVICE AGENCY","OTHER THAN PERSONAL SERVICES","65,295,091"
"20230630","2024","CRIMINAL JUSTICE COORDINATOR","OFFICE OF CRIMINAL JUSTICE - PS","0"
"20230630","2024","CRIMINAL JUSTICE COORDINATOR","OFFICE OF CRIMINAL JUSTICE - OTPS","0"
"20230630","2024","CRIMINAL JUSTICE COORDINATOR","OFFICE OF SPECIAL ENFORCEMENT - PS","0"
"20230630","2024","CRIMINAL JUSTICE COORDINATOR","OFFICE OF SPECIAL ENFORCEMENT - OTPS","0"
"20230630","2024","OFFICE OF PAYROLL ADMINISTRATION","PERSONAL SERVICE","13,350,534"
"20230630","2024","OFFICE OF PAYROLL ADMINISTRATION","OTHER THAN PERSONAL SERVICE","1,590,132"
"20230630","2024","INDEPENDENT BUDGET OFFICE","PERSONAL SERVICE","5,411,912"
"20230630","2024","QUEENS COMMUNITY BOARD #8","OTHER THAN PERSONAL SERVICES","10,028"
"20230630","2024","INDEPENDENT BUDGET OFFICE","OTHER THAN PERSONAL SERVICE","1,147,749"
"20230630","2024","EQUAL EMPLOYMENT PRACTICES COMMISSION","PERSONAL SERVICES","1,257,575"
"20230630","2024","EQUAL EMPLOYMENT PRACTICES COMMISSION","OTHER THAN PERSONAL SERVICES","86,555"
"20230630","2024","CIVIL SERVICE COMMISSION","PERSONAL SERVICES","1,100,639"
"20230630","2024","CIVIL SERVICE COMMISSION","OTHER THAN PERSONAL SERVICES","60,817"
"20230630","2024","LANDMARKS PRESERVATION COMM.","PERSONAL SERVICES","6,324,446"
"20230630","2024","LANDMARKS PRESERVATION COMM.","OTHER THAN PERSONAL SERVICES","863,096"
"20230630","2024","DISTRICTING COMMISSION","PERSONAL SERVICES","811,057"
"20230630","2024","DISTRICTING COMMISSION","OTHER THAN PERSONAL SERVICES","350,000"
"20230630","2024","NYC TAXI AND LIMOUSINE COMM","PERSONAL SERVICE","40,681,741"
"20230630","2024","NYC TAXI AND LIMOUSINE COMM","OTHER THAN PERSONAL SERVICE","114,830,699"
"20230630","2024","OFFICE OF RACIAL EQUITY","PS - RACIAL EQUITY","0"
"20230630","2024","OFFICE OF RACIAL EQUITY","OTPS - RACIAL EQUITY","0"
"20230630","2024","COMMISSION ON RACIAL EQUITY","PERSONAL SERVICES","0"
"20230630","2024","COMMISSION ON RACIAL EQUITY","OTHER THAN PERSONAL SERVICES","0"
"20230630","2024","COMMISSION ON HUMAN RIGHTS","PERSONAL SERVICES","4,621,188"
"20230630","2024","COMMISSION ON HUMAN RIGHTS","OTHER THAN PERSONAL SERVICES","550,316"
"20230630","2024","COMMISSION ON HUMAN RIGHTS","COMMUNITY DEVELOP P.S.","8,130,034"
"20230630","2024","COMMISSION ON HUMAN RIGHTS","COMM DEVELOP OTPS","1,905,953"
"20230630","2024","DEPARTMENT OF YOUTH & COMMUNITY DEV","EXECUTIVE AND ADMINISTRATIVE MGMT PS","21,428,744"
"20230630","2024","DEPARTMENT OF YOUTH & COMMUNITY DEV","COMMUNITY DEVELOPMENT OTPS","129,698,729"
"20230630","2024","DEPARTMENT OF YOUTH & COMMUNITY DEV","YOUTH WORKFORCE AND CAREER TRAINING - PS","3,844,867"
"20230630","2024","DEPARTMENT OF YOUTH & COMMUNITY DEV","YOUTH WORKFORCE AND CAREER TRAINING OTPS","228,532,662"
"20230630","2024","DEPARTMENT OF YOUTH & COMMUNITY DEV","RUNAWAY AND HOMELESS YOUTH","0"
"20230630","2024","DEPARTMENT OF YOUTH & COMMUNITY DEV","PROGRAM SERVICES - PS","21,085,855"
"20230630","2024","DEPARTMENT OF YOUTH & COMMUNITY DEV","OTHER THAN PERSONAL SERVICES","726,620,141"
"20230630","2024","DEPARTMENT OF YOUTH & COMMUNITY DEV","OFFICE OF NEIGHBORHOOD SAFETY- PS","0"
"20230630","2024","DEPARTMENT OF YOUTH & COMMUNITY DEV","OFFICE OF NEIGHBORHOOD SAFETY- OTPS","0"
"20230630","2024","CONFLICTS OF INTEREST BOARD","PERSONAL SERVICES","2,551,520"
"20230630","2024","CONFLICTS OF INTEREST BOARD","OTHER THAN PERSONAL SERVICES","155,275"
"20230630","2024","OFFICE OF COLLECTIVE BARGAINING","PERSONAL SERVICES","2,147,403"
"20230630","2024","OFFICE OF COLLECTIVE BARGAINING","OTHER THAN PERSONAL SERVICES","313,453"
"20230630","2024","MANHATTAN COMMUNITY BOARD #1","PERSONAL SERVICES","256,346"
"20230630","2024","MANHATTAN COMMUNITY BOARD #1","OTHER THAN PERSONAL SERVICES","7,245"
"20230630","2024","MANHATTAN COMMUNITY BOARD #2","PERSONAL SERVICES","247,484"
"20230630","2024","MANHATTAN COMMUNITY BOARD #2","OTHER THAN PERSONAL SERVICES","16,107"
"20230630","2024","MANHATTAN COMMUNITY BOARD #2","RENT AND ENERGY","88,160"
"20230630","2024","MANHATTAN COMMUNITY BOARD #3","PERSONAL SERVICES","249,020"
"20230630","2024","MANHATTAN COMMUNITY BOARD #3","OTHER THAN PERSONAL SERVICES","18,155"
"20230630","2024","MANHATTAN COMMUNITY BOARD #3","RENT AND ENERGY","135,002"
"20230630","2024","MANHATTAN COMMUNITY BOARD #4","PERSONAL SERVICES","248,064"
"20230630","2024","MANHATTAN COMMUNITY BOARD #4","OTHER THAN PERSONAL SERVICES","9,527"
"20230630","2024","MANHATTAN COMMUNITY BOARD #4","RENT","139,523"
"20230630","2024","MANHATTAN COMMUNITY BOARD #5","PERSONAL SERVICES","243,251"
"20230630","2024","MANHATTAN COMMUNITY BOARD #5","OTHER THAN PERSONAL SERVICES","19,256"
"20230630","2024","MANHATTAN COMMUNITY BOARD #5","RENT AND ENERGY","99,498"
"20230630","2024","MANHATTAN COMMUNITY BOARD #6","PERSONAL SERVICES","237,033"
"20230630","2024","MANHATTAN COMMUNITY BOARD #6","OTHER THAN PERSONAL SERVICES","30,474"
"20230630","2024","MANHATTAN COMMUNITY BOARD #6","RENT","164,370"
"20230630","2024","MANHATTAN COMMUNITY BOARD #7","PERSONAL SERVICES","246,757"
"20230630","2024","MANHATTAN COMMUNITY BOARD #7","OTHER THAN PERSONAL SERVICES","13,418"
"20230630","2024","MANHATTAN COMMUNITY BOARD #7","RENT","128,184"
"20230630","2024","MANHATTAN COMMUNITY BOARD #8","PERSONAL SERVICES","234,366"
"20230630","2024","MANHATTAN COMMUNITY BOARD #8","OTHER THAN PERSONAL SERVICES","38,141"
"20230630","2024","MANHATTAN COMMUNITY BOARD #8","RENT AND ENERGY","160,105"
"20230630","2024","MANHATTAN COMMUNITY BOARD #9","PERSONAL SERVICES","226,264"
"20230630","2024","MANHATTAN COMMUNITY BOARD #9","OTHER THAN PERSONAL SERVICES","51,327"
"20230630","2024","MANHATTAN COMMUNITY BOARD #9","RENT AND ENERGY","172,101"
"20230630","2024","MANHATTAN COMMUNITY BOARD #10","PERSONAL SERVICES","234,422"
"20230630","2024","MANHATTAN COMMUNITY BOARD #10","OTHER THAN PERSONAL SERVICES","45,085"
"20230630","2024","MANHATTAN COMMUNITY BOARD #10","RENT","164,081"
"20230630","2024","MANHATTAN COMMUNITY BOARD #11","PERSONAL SERVICES","240,054"
"20230630","2024","MANHATTAN COMMUNITY BOARD #11","OTHER THAN PERSONAL SERVICES","44,953"
"20230630","2024","MANHATTAN COMMUNITY BOARD #11","RENT AND ENERGY","95,317"
"20230630","2024","MANHATTAN COMMUNITY BOARD #12","PERSONAL SERVICES","234,254"
"20230630","2024","MANHATTAN COMMUNITY BOARD #12","OTHER THAN PERSONAL SERVICES","25,837"
"20230630","2024","MANHATTAN COMMUNITY BOARD #12","RENT","172,018"
"20230630","2024","BRONX COMMUNITY BOARD #1","PERSONAL SERVICES","237,310"
"20230630","2024","BRONX COMMUNITY BOARD #1","OTHER THAN PERSONAL SERVICES","30,281"
"20230630","2024","BRONX COMMUNITY BOARD #1","RENT","69,029"
"20230630","2024","BRONX COMMUNITY BOARD #2","PERSONAL SERVICES","219,158"
"20230630","2024","BRONX COMMUNITY BOARD #2","OTHER THAN PERSONAL SERVICES","48,433"
"20230630","2024","BRONX COMMUNITY BOARD #2","RENT AND ENERGY","63,316"
"20230630","2024","BRONX COMMUNITY BOARD #3","PERSONAL SERVICES","242,881"
"20230630","2024","BRONX COMMUNITY BOARD #3","OTHER THAN PERSONAL SERVICES","14,626"
"20230630","2024","BRONX COMMUNITY BOARD #3","RENT","70,665"
"20230630","2024","BRONX COMMUNITY BOARD #4","PERSONAL SERVICES","242,881"
"20230630","2024","BRONX COMMUNITY BOARD #4","OTHER THAN PERSONAL SERVICES","22,294"
"20230630","2024","BRONX COMMUNITY BOARD #4","RENT","7,502"
"20230630","2024","BRONX COMMUNITY BOARD #5","PERSONAL SERVICES","254,758"
"20230630","2024","BRONX COMMUNITY BOARD #5","OTHER THAN PERSONAL SERVICES","2,833"
"20230630","2024","BRONX COMMUNITY BOARD #6","PERSONAL SERVICES","245,380"
"20230630","2024","BRONX COMMUNITY BOARD #6","OTHER THAN PERSONAL SERVICES","12,127"
"20230630","2024","BRONX COMMUNITY BOARD #7","PERSONAL SERVICES","228,244"
"20230630","2024","BRONX COMMUNITY BOARD #7","OTHER THAN PERSONAL SERVICES","29,263"
"20230630","2024","BRONX COMMUNITY BOARD #7","RENT AND ENERGY","85,607"
"20230630","2024","BRONX COMMUNITY BOARD #8","PERSONAL SERVICES","254,937"
"20230630","2024","BRONX COMMUNITY BOARD #8","OTHER THAN PERSONAL SERVICES","5,071"
"20230630","2024","BRONX COMMUNITY BOARD #8","RENT AND ENERGY","67,451"
"20230630","2024","BRONX COMMUNITY BOARD #9","PERSONAL SERVICES","251,954"
"20230630","2024","BRONX COMMUNITY BOARD #9","OTHER THAN PERSONAL SERVICES","5,553"
"20230630","2024","BRONX COMMUNITY BOARD #9","RENT","65,583"
"20230630","2024","BRONX COMMUNITY BOARD #10","PERSONAL SERVICES","249,298"
"20230630","2024","BRONX COMMUNITY BOARD #10","OTHER THAN PERSONAL SERVICES","8,370"
"20230630","2024","BRONX COMMUNITY BOARD #10","RENT AND ENERGY","75,581"
"20230630","2024","BRONX COMMUNITY BOARD #11","PERSONAL SERVICES","248,106"
"20230630","2024","BRONX COMMUNITY BOARD #11","OTHER THAN PERSONAL SERVICES","9,485"
"20230630","2024","BRONX COMMUNITY BOARD #11","RENT","63,962"
"20230630","2024","BRONX COMMUNITY BOARD #12","PERSONAL SERVICES","237,584"
"20230630","2024","BRONX COMMUNITY BOARD #12","OTHER THAN PERSONAL SERVICES","20,007"
"20230630","2024","QUEENS COMMUNITY BOARD #1","PERSONAL SERVICES","212,237"
"20230630","2024","QUEENS COMMUNITY BOARD #1","OTHER THAN PERSONAL SERVICES","46,270"
"20230630","2024","QUEENS COMMUNITY BOARD #1","RENT","49,371"
"20230630","2024","QUEENS COMMUNITY BOARD #2","PERSONAL SERVICES","241,265"
"20230630","2024","QUEENS COMMUNITY BOARD #2","OTHER THAN PERSONAL SERVICES","17,410"
"20230630","2024","QUEENS COMMUNITY BOARD #2","RENT","89,690"
"20230630","2024","QUEENS COMMUNITY BOARD #3","PERSONAL SERVICES","235,998"
"20230630","2024","QUEENS COMMUNITY BOARD #3","OTHER THAN PERSONAL SERVICES","29,509"
"20230630","2024","QUEENS COMMUNITY BOARD #3","RENT","98,012"
"20230630","2024","QUEENS COMMUNITY BOARD #4","PERSONAL SERVICES","244,678"
"20230630","2024","QUEENS COMMUNITY BOARD #5","PERSONAL SERVICES","239,506"
"20230630","2024","QUEENS COMMUNITY BOARD #5","OTHER THAN PERSONAL SERVICES","18,085"
"20230630","2024","QUEENS COMMUNITY BOARD #5","RENT AND ENERGY","44,567"
"20230630","2024","QUEENS COMMUNITY BOARD #6","PERSONAL SERVICES","248,351"
"20230630","2024","QUEENS COMMUNITY BOARD #6","OTHER THAN PERSONAL SERVICES","9,240"
"20230630","2024","QUEENS COMMUNITY BOARD #6","RENT AND ENERGY","63,094"
"20230630","2024","QUEENS COMMUNITY BOARD #7","PERSONAL SERVICES","242,072"
"20230630","2024","QUEENS COMMUNITY BOARD #7","OTHER THAN PERSONAL SERVICES","15,435"
"20230630","2024","QUEENS COMMUNITY BOARD #7","RENT","108,017"
"20230630","2024","QUEENS COMMUNITY BOARD #8","PERSONAL SERVICES","247,479"
"20230630","2024","QUEENS COMMUNITY BOARD #8","RENT","91,126"
"20230630","2024","QUEENS COMMUNITY BOARD #9","PERSONAL SERVICES","241,885"
"20230630","2024","QUEENS COMMUNITY BOARD #9","OTHER THAN PERSONAL SERVICES","15,706"
"20230630","2024","QUEENS COMMUNITY BOARD #9","RENT AND ENERGY","3,838"
"20230630","2024","QUEENS COMMUNITY BOARD #10","PERSONAL SERVICES","240,381"
"20230630","2024","QUEENS COMMUNITY BOARD #10","OTHER THAN PERSONAL SERVICES","17,210"
"20230630","2024","QUEENS COMMUNITY BOARD #10","RENT","55,304"
"20230630","2024","QUEENS COMMUNITY BOARD #11","PERSONAL SERVICES","239,739"
"20230630","2024","QUEENS COMMUNITY BOARD #11","OTHER THAN PERSONAL SERVICES","17,852"
"20230630","2024","QUEENS COMMUNITY BOARD #11","RENT","85,597"
"20230630","2024","QUEENS COMMUNITY BOARD #12","PERSONAL SERVICES","239,245"
"20230630","2024","QUEENS COMMUNITY BOARD #12","OTHER THAN PERSONAL SERVICES","18,346"
"20230630","2024","QUEENS COMMUNITY BOARD #12","RENT AND ENERGY","70,956"
"20230630","2024","QUEENS COMMUNITY BOARD #13","PERSONAL SERVICES","231,182"
"20230630","2024","QUEENS COMMUNITY BOARD #13","OTHER THAN PERSONAL SERVICES","26,409"
"20230630","2024","QUEENS COMMUNITY BOARD #13","RENT","66,349"
"20230630","2024","QUEENS COMMUNITY BOARD #14","PERSONAL SERVICES","241,301"
"20230630","2024","QUEENS COMMUNITY BOARD #14","OTHER THAN PERSONAL SERVICES","16,290"
"20230630","2024","QUEENS COMMUNITY BOARD #14","RENT AND ENERGY","32,834"
"20230630","2024","BROOKLYN COMMUNITY BOARD #1","PERSONAL SERVICES","243,030"
"20230630","2024","BROOKLYN COMMUNITY BOARD #1","OTHER THAN PERSONAL SERVICES","14,477"
"20230630","2024","BROOKLYN COMMUNITY BOARD #1","RENT AND ENERGY","111,452"
"20230630","2024","BROOKLYN COMMUNITY BOARD #2","PERSONAL SERVICES","249,735"
"20230630","2024","BROOKLYN COMMUNITY BOARD #2","OTHER THAN PERSONAL SERVICES","11,856"
"20230630","2024","BROOKLYN COMMUNITY BOARD #2","RENT","72,108"
"20230630","2024","BROOKLYN COMMUNITY BOARD #3","PERSONAL SERVICES","215,393"
"20230630","2024","BROOKLYN COMMUNITY BOARD #3","OTHER THAN PERSONAL SERVICES","42,114"
"20230630","2024","BROOKLYN COMMUNITY BOARD #3","RENT AND ENERGY","52,363"
"20230630","2024","BROOKLYN COMMUNITY BOARD #4","PERSONAL SERVICES","231,100"
"20230630","2024","BROOKLYN COMMUNITY BOARD #4","OTHER THAN PERSONAL SERVICES","26,407"
"20230630","2024","BROOKLYN COMMUNITY BOARD #4","RENT","57,704"
"20230630","2024","BROOKLYN COMMUNITY BOARD #5","PERSONAL SERVICES","244,462"
"20230630","2024","BROOKLYN COMMUNITY BOARD #5","OTHER THAN PERSONAL SERVICES","13,045"
